TissueType	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	PCT_TARGET_BASES_250X	PCT_TARGET_BASES_500X	PCT_TARGET_BASES_1000X	PCT_TARGET_BASES_2500X	PCT_TARGET_BASES_5000X	PCT_TARGET_BASES_10000X	PCT_TARGET_BASES_25000X	PCT_TARGET_BASES_50000X	PCT_TARGET_BASES_100000X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Fresh	1005939	0.872637	2261388360	630505698	3599693439	0.445483	0.554517	0.781975	2248.037267	0.317833	0.08597	1086.399195	10634335	36.105768	36.873095	37.708628	38.561214	39.52293	45.252302	877820	3137161264	47119336	47119336	7115019736	34760706	34505400	6491587497	4751886578	611680967	1	0.737716	0.992655	696.818217	200	2166	0	0.028909	0.267993	0	0.025968	0.036467	0.249006	0.326384	4.554367	0.934841	0.920236	0.895591	0.883935	0.874731	0.867506	0.860773	0.830393	0.745483	0.608169	0.310039	0	0	0	0	0	0	1.369141	13.915034	0.918245	11			
FFPE	1005939	0.872637	1920246623	562701632	3236724824	0.434107	0.565893	0.773374	1908.909609	0.301746	0.099726	1047.010415	12354658	34.459171	35.13132	35.775462	36.475617	37.231785	41.667966	877820	3137161264	42144204	42144204	6363774804	33165912	32926618	5719673079	4491917881	634632890	1	0.786963	0.992785	722.964719	200	3316	0	0.032852	0.214655	0.000001	0.029933	0.042188	0.237142	0.365165	4.787846	0.931969	0.917236	0.890938	0.879688	0.871249	0.864586	0.858047	0.830605	0.745587	0.608768	0.313778	0.001438	0	0	0	0	0	1.000171	13.270528	0.908436	10			
FFPE	1005939	0.872637	1831062279	579700877	4589054085	0.344404	0.655596	0.759536	1820.251804	0.230547	0.084156	815.796078	16131426	33.442029	33.849044	34.188223	34.561319	34.947983	37.145863	877820	3137161264	52597742	52597742	7942259042	43746205	43286903	6999817241	5814736131	668385472	1	0.831713	0.989501	761.415179	200	6551	0	0.02661	0.169302	0.000001	0.036115	0.060332	0.227396	0.411406	3.807076	0.940414	0.927378	0.901661	0.891423	0.885449	0.879877	0.875282	0.855261	0.792644	0.618887	0.277454	0.019111	0.000725	0	0	0	0	8.674369	2.488668	0.919771	11			
FFPE	1005939	0.872637	2156004873	673951913	4209800402	0.401996	0.598004	0.761851	2143.275957	0.274934	0.098425	955.118498	16326703	32.677035	33.039915	33.437355	33.869354	34.25297	36.658346	877820	3137161264	51933164	51933164	7841907764	41923056	41562339	7039757188	5665989612	771839002	1	0.80725	0.991396	879.267962	200	5549	0	0.031209	0.195144	0.000001	0.029124	0.051212	0.222882	0.392033	4.39634	0.936443	0.924469	0.901165	0.891176	0.884578	0.879404	0.875012	0.854852	0.800011	0.687494	0.40433	0.014279	0.000083	0	0	0	0	1.616238	8.42491	0.918015	11			
Fresh	1005939	0.872637	2577479844	796174402	4100512914	0.451375	0.548625	0.764002	2562.262567	0.314904	0.088231	1075.468437	11530863	31.357309	31.835521	32.393435	32.971274	33.557084	37.095853	877820	3137161264	54205054	54205054	8184963154	39600658	39088291	7474167160	5411701376	722168756	1	0.730571	0.987062	822.684327	200	2420	0	0.02661	0.275946	0	0.024788	0.040931	0.214605	0.347145	4.113422	0.938332	0.925046	0.901783	0.89094	0.883429	0.877422	0.87202	0.847121	0.774982	0.656399	0.407783	0	0	0	0	0	0	1.586966	14.000483	0.922461	11			
Fresh	1005939	0.872637	2116015813	594846145	3282880710	0.452282	0.547718	0.780569	2103.52299	0.322607	0.089923	1100.996691	10642850	36.304285	37.100033	37.942589	38.878763	39.814937	45.881344	877820	3137161264	43437786	43437786	6559105686	32567749	32334137	5993742668	4461465549	589813552	1	0.749756	0.992827	671.90717	200	2224	0	0.031537	0.255646	0	0.025819	0.039558	0.249737	0.330881	4.698652	0.932624	0.919785	0.896056	0.883426	0.874313	0.866801	0.859787	0.826832	0.733562	0.586505	0.289526	0	0	0	0	0	0	1.489015	14.961999	0.917828	11			
FFPE	1005939	0.872637	1818308509	572660807	3496783560	0.406092	0.593908	0.76049	1807.573331	0.276755	0.101745	963.126197	14807963	27.523645	27.823794	28.138235	28.46697	28.835724	30.68807	877820	3137161264	43510652	43510652	6570108452	35396277	35100421	5887752876	4776526553	668473544	1	0.813508	0.991642	761.515509	200	4794	0	0.03088	0.188735	0.000001	0.028696	0.049978	0.22566	0.393428	3.807578	0.936334	0.924225	0.899604	0.889743	0.882755	0.877503	0.872698	0.849666	0.785975	0.65438	0.320486	0.003714	0	0	0	0	0	1.64918	8.332955	0.917862	11			
Fresh	1005939	0.872637	2290466653	654625752	3609922474	0.449288	0.550712	0.777723	2276.943883	0.318895	0.090816	1089.721424	11765899	34.971452	35.684847	36.36427	37.111636	37.886179	42.614968	877820	3137161264	47566270	47566270	7182506770	35714288	35466679	6555014879	4887908691	652284520	1	0.750832	0.993067	743.073204	200	2736	0	0.032194	0.254325	0	0.02428	0.039127	0.240205	0.342596	4.586872	0.932393	0.919585	0.895795	0.884299	0.876132	0.869653	0.863462	0.834816	0.750558	0.618555	0.342357	0.000374	0	0	0	0	0	1.453955	14.565524	0.915169	11			
